Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate
January,Economy,EEA,UK,267,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,68,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,130,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,UK,204,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,107,BRITISH AIRWAYS,Strategic Director Border
March,Premium Economy,UK,Non EEA,623,VIRGIN ATLANTIC,Strategy & Reform Directorate
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,UK,253,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,79,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,86,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,120,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,41,RYANAIR,Strategic Director Border
January,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,EEA,217,BRITISH AIRWAYS,Policy & Strategy
March,Economy,UK,UK,79,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,277,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,105,BRITISH AIRWAYS,OSCT
January,Economy,UK,EEA,169,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,47,BMI,Strategy & Reform Directorate
January,Economy,UK,UK,125,FLYBE BRITISH EUROPEAN,Science & Research Group
February,Economy,UK,EEA,294,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
January,Economy,UK,UK,134,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,EEA,324,BRITISH AIRWAYS,Policy & Strategy
January,Economy,UK,UK,189,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
January,Economy,UK,UK,251,BMI,Immigration Group
January,Economy,UK,EEA,233,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,Non EEA,236,ROYAL AIR MAROC,Immigration Group
January,Economy,UK,EEA,177,AIR FRANCE,Immigration Group
February,Economy,UK,UK,45,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,160,BRITISH AIRWAYS,Resource Management Group
February,Economy,UK,UK,43,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,143,AIR MALTA,Strategic Director Border
January,Economy,UK,EEA,355,BRITISH AIRWAYS,International Directorate
January,Economy,UK,EEA,355,BRITISH AIRWAYS,Private Office
February,Economy,UK,UK,167,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,228,AER LINGUS,Strategic Director Border
January,Economy,UK,UK,154,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
January,Economy,UK,UK,83,EASYJET,Finance & Commercial Group
March,Economy,UK,Non EEA,308,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
January,Economy,UK,UK,12,BRITISH AIRWAYS,Strategy & Reform Directorate
February,Economy,UK,EEA,161,AIR MALTA,Strategic Director Border
January,Economy,UK,UK,170,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
February,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Immigration Group
February,Business Class,UK,EEA,997,LUFTHANSA GERMAN AIRLINES,Private Office
January,Business Class,UK,Non EEA,2334,BMI,OSCT
January,Economy,UK,UK,278,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,82,EASYJET,Strategic Director Border
February,Economy,UK,UK,54,EASYJET,HROD
February,Economy,UK,EEA,143,AIR MALTA,Policy & Strategy
January,Economy,UK,EEA,138,ALITALIA S.P.A.,Crime & Policing Group
February,Economy,UK,UK,168,EASTERN AIRWAYS,Immigration Group
January,Economy,UK,UK,210,BMI,Immigration Group
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,114,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,144,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,216,BMI,Immigration Group
February,Business Class,UK,EEA,1018,LUFTHANSA GERMAN AIRLINES,Private Office
January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,84,FLYBE BRITISH EUROPEAN,Immigration Group
February,Economy,UK,EEA,167,AIR FRANCE,Immigration Group
February,Economy,UK,EEA,144,AIR FRANCE,Immigration Group
February,Economy,UK,UK,176,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,257,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,82,EASYJET,Strategic Director Border
January,Economy,UK,UK,209,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,EEA,UK,277,TAROM,Strategic Director Border
January,Business Class,UK,UK,204,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,Non EEA,439,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,UK,137,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,296,BMI,Crime & Policing Group
January,Economy,UK,UK,222,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,148,FLYBE BRITISH EUROPEAN,Immigration Group
April,Economy,UK,EEA,145,BRUSSELS AIRLINES,Science & Research Group
January,Business Class,UK,UK,204,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,164,BRITISH AIRWAYS,Strategic Director Border
January,Business Class,UK,UK,219,BRITISH AIRWAYS,Group HR
February,Economy,UK,UK,127,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,126,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,161,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,EEA,UK,277,TAROM,Strategic Director Border
January,Economy,UK,UK,197,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,182,FLYBE BRITISH EUROPEAN,Resource Management Group
February,Economy,UK,UK,203,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,Non EEA,516,VIRGIN ATLANTIC,OSCT
January,Economy,UK,UK,157,BRITISH AIRWAYS,OSCT
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
February,Economy,UK,EEA,234,BRITISH AIRWAYS,UKBA
January,Economy,UK,UK,86,BMI,Finance & Commercial Group
January,Economy,UK,UK,99,EASYJET,Science & Research Group
January,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,256,BMI,Strategic Director Border
January,Economy,UK,UK,189,BMI,Finance & Commercial Group
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,UK,138,BMI,Strategic Director Border
February,Economy,UK,UK,127,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,EEA,84,EASYJET,Policy & Strategy
February,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,412,BMI,Legal Advisors Branch
January,Economy,UK,UK,82,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,164,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,71,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,68,BMI,Immigration Group
January,Premium Economy,UK,Non EEA,2046,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,136,BRITISH AIRWAYS,Policy & Strategy
February,Economy,UK,UK,151,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,412,BMI,Legal Advisors Branch
January,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
February,Economy,UK,EEA,54,BRITISH AIRWAYS,Crime & Policing Group
January,Economy,UK,UK,238,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,105,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,EEA,89,EASYJET,Policy & Strategy
January,Economy,UK,UK,412,BMI,Legal Advisors Branch
January,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,EEA,149,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,208,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Immigration Group
February,Economy,Non EEA,Non EEA,380,CONTINENTAL AIRLINES,Strategic Director Border
February,Economy,UK,UK,234,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,135,EASYJET,Resource Management Group
February,Economy,EEA,UK,276,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
January,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Science & Research Group
January,Economy,UK,UK,140,BRITISH AIRWAYS,Finance & Commercial Group
January,Economy,UK,EEA,343,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,398,LUFTHANSA GERMAN AIRLINES,Private Office
January,Economy,UK,UK,197,BMI,Strategic Director Border
January,Economy,UK,UK,163,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,2095,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,195,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,302,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,2094,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,149,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,160,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,UK,87,EASYJET,Science & Research Group
January,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,215,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,152,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,EEA,84,EASYJET,Strategic Director Border
February,Economy,UK,UK,42,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,124,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,140,BRITISH AIRWAYS,HROD
January,Economy,UK,EEA,178,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,80,EASYJET,Strategic Director Border
January,Economy,UK,UK,147,BRITISH AIRWAYS,HMIC
February,Economy,UK,UK,149,FLYBE BRITISH EUROPEAN,Immigration Group
January,Economy,UK,UK,296,BMI,Legal Advisors Branch
February,Economy,UK,EEA,328,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
February,Economy,UK,UK,121,BRITISH AIRWAYS,HROD
January,Business Class,UK,UK,254,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,40,FLYBE BRITISH EUROPEAN,Science & Research Group
February,Economy,UK,UK,18,FLYBE BRITISH EUROPEAN,Science & Research Group
January,Economy,UK,UK,82,BRITISH AIRWAYS,Finance & Commercial Group
January,Economy,UK,UK,183,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,129,BRITISH AIRWAYS,Strategic Director Border
February,Economy,Non EEA,Non EEA,380,CONTINENTAL AIRLINES,Strategic Director Border
January,Economy,UK,UK,87,EASYJET,Immigration Group
January,Economy,UK,UK,33,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Economy,UK,UK,216,BMI,Immigration Group
February,Economy,UK,UK,127,BRITISH AIRWAYS,Strategy & Reform Directorate
January,Economy,UK,UK,136,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,232,EASTERN AIRWAYS,Group HR
January,Economy,UK,UK,174,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
January,Economy,UK,UK,45,EASYJET,Strategic Director Border
January,Economy,UK,UK,45,EASYJET,Strategic Director Border
March,Economy,UK,EEA,156,EASYJET,International Group
February,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,135,EASYJET,Resource Management Group
February,Economy,UK,EEA,69,BRITISH AIRWAYS,SIG
January,Economy,UK,UK,163,EASYJET,Strategic Director Border
January,Economy,UK,UK,82,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,82,BRITISH AIRWAYS,Finance & Commercial Group
February,Economy,UK,EEA,246,LOT-POLISH AIRLINES,Strategic Director Border
January,Economy,UK,UK,78,BRITISH AIRWAYS,HMIC
January,Economy,UK,UK,137,BRITISH AIRWAYS,Science & Research Group
January,Business Class,UK,UK,204,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,101,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,71,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,Non EEA,1430,VIRGIN ATLANTIC,Strategic Director Border
January,Economy,UK,UK,113,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,141,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,Non EEA,463,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,135,EASYJET,Science & Research Group
February,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,Non EEA,1101,IBERIA,Policy & Strategy
March,Economy,UK,EEA,113,AIR BERLIN,Immigration Group
January,Economy,UK,UK,277,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,UK,234,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,EEA,319,BRITISH AIRWAYS,Science & Research Group
February,Economy,UK,EEA,234,BRITISH AIRWAYS,UKBA
February,Economy,UK,UK,68,BMI,Strategic Director Border
February,Economy,UK,UK,94,EASYJET,Immigration Group
February,Economy,UK,EEA,209,AIR MALTA,Immigration Group
February,Economy,UK,UK,238,BRITISH AIRWAYS,Science & Research Group
January,Economy,Non EEA,Non EEA,11,JET AIRWAYS,International Group
January,Economy,UK,UK,20,BRITISH AIRWAYS,Immigration Group
January,Business Class,UK,Non EEA,3077,BRITISH AIRWAYS,Strategic Director Border
January,Premium Economy,UK,Non EEA,2046,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,119,BRITISH AIRWAYS,HROD
February,Economy,UK,UK,137,BRITISH AIRWAYS,Science & Research Group
January,Economy,UK,UK,79,EASYJET,HMIC
February,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,132,EASYJET,Science & Research Group
March,Economy,Non EEA,Non EEA,89,JETBLUE AIRWAYS CORPORATION,Policy & Strategy
January,Economy,UK,UK,132,BMI,OSCT
February,Economy,UK,UK,134,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,Non EEA,238,AIR ALGERIE,International Group
February,Economy,UK,UK,221,BRITISH AIRWAYS,HMIC
February,Economy,UK,EEA,424,BRITISH AIRWAYS,Crime & Policing Group
January,Business Class,UK,Non EEA,1748,EMIRATES,OSCT
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,HMIC
January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,258,AIR FRANCE,Science & Research Group
February,Premium Economy,UK,Non EEA,2461,BRITISH AIRWAYS,International Group
January,Economy,UK,UK,12,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,94,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,107,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,95,BMI,Strategy & Reform Directorate
February,Economy,UK,UK,56,EASYJET,Immigration Group
January,Economy,UK,UK,34,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,EEA,254,BRITISH AIRWAYS,International Group
February,Economy,UK,UK,184,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,176,EASTERN AIRWAYS,Criminal & Detention Group
January,Economy,UK,Non EEA,479,VIRGIN ATLANTIC,International Group
January,Economy,UK,Non EEA,218,TURKISH AIRLINES,Policy & Strategy
January,Economy,UK,UK,118,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,66,EASYJET,UKBA
February,Economy,UK,UK,202,FLYBE BRITISH EUROPEAN,Immigration Group
March,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,150,BRITISH AIRWAYS,HROD
February,Economy,UK,EEA,60,BRITISH AIRWAYS,Crime & Policing Group
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,EEA,1018,LUFTHANSA GERMAN AIRLINES,Private Office
February,Economy,UK,UK,92,FLYBE BRITISH EUROPEAN,Resource Management Group
February,Economy,UK,UK,186,LUFTHANSA GERMAN AIRLINES,Strategy & Reform Directorate
February,Economy,UK,EEA,190,LOT-POLISH AIRLINES,UKBA
February,Economy,UK,UK,119,BRITISH AIRWAYS,Criminal & Detention Group
January,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,UK,UK,109,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,182,EASYJET,Strategic Director Border
February,Economy,UK,UK,154,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,190,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,122,BMI,Strategic Director Border
February,Economy,UK,UK,147,BRITISH AIRWAYS,Strategic Director Border
January,Economy,UK,UK,70,EASYJET,Science & Research Group
February,Economy,UK,UK,129,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,226,FLYBE BRITISH EUROPEAN,Resource Management Group
January,Economy,UK,UK,186,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
February,Economy,UK,UK,129,BRITISH AIRWAYS,Strategy & Reform Directorate
February,Economy,UK,UK,79,BRITISH AIRWAYS,Policy & Strategy
February,Economy,Non EEA,UK,106,BRITISH AIRWAYS,Immigration Group
February,Economy,UK,UK,102,BRITISH AIRWAYS,OSCT
February,Economy,UK,UK,206,BMI,Strategic Director Border
February,Economy,UK,UK,129,EASYJET,Immigration Group
February,Economy,UK,UK,147,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,EEA,138,BRITISH AIRWAYS,Crime & Policing Group
February,Economy,UK,Non EEA,667,TURKISH AIRLINES,Immigration Group
February,Economy,Non EEA,Non EEA,379,TURKISH AIRLINES,Policy & Strategy
February,Economy,UK,UK,109,FLYBE BRITISH EUROPEAN,Strategic Director Border
March,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,Non EEA,UK,106,BRITISH AIRWAYS,Immigration Group
March,Economy,UK,UK,103,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,UK,174,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,180,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,103,BRITISH AIRWAYS,HROD
January,Economy,UK,UK,132,BMI,OSCT
February,Economy,UK,UK,86,BMI,Policy & Strategy
February,Economy,UK,UK,94,BRITISH AIRWAYS,Criminal & Detention Group
February,Economy,UK,UK,158,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,UK,UK,77,EASYJET,OSCT
February,Economy,UK,Non EEA,667,TURKISH AIRLINES,Immigration Group
February,Economy,UK,UK,124,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Business Class,UK,EEA,1185,LUFTHANSA GERMAN AIRLINES,International Directorate
February,Economy,UK,EEA,114,EASYJET,Strategic Director Border
January,Economy,UK,UK,116,FLYBE BRITISH EUROPEAN,Strategic Director Border
January,Economy,UK,UK,147,FLYBE BRITISH EUROPEAN,HMIC
February,Economy,UK,UK,24,FLYBE BRITISH EUROPEAN,Strategic Director Border
February,Economy,UK,UK,122,BMI,Strategic Director Border
February,Economy,UK,UK,59,BRITISH AIRWAYS,Strategy & Reform Directorate
April,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,HROD
February,Economy,UK,Non EEA,291,BRITISH AIRWAYS,International Group
February,Business Class,UK,UK,219,BRITISH AIRWAYS,Finance & Commercial Group
February,Economy,UK,UK,68,BMI,Strategic Director Border
February,Economy,UK,UK,277,BRITISH AIRWAYS,Strategic Director Border
March,Economy,UK,UK,97,BRITISH AIRWAYS,Strategic Director Border
February,Economy,UK,UK,119,BRITISH AIRWAYS,Criminal & Detention Group
March,Economy,UK,UK,76,FLYBE BRITISH EUROPEAN,HROD
January,Economy,UK,UK,79,BRITISH AIRWAYS,Immigration Group
March,Economy,Non EEA,UK,435,VIRGIN ATLANTIC,OSCT
February,Economy,UK,UK,87,EASYJET,Strategic Director Border
January,Economy,UK,UK,0,BRITISH AIRWAYS,IPS
February,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
February,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
January,Economy,UK,UK,0,BRITISH AIRWAYS,Immigration Group
January,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
January,Business Class,UK,Non EEA,0,BRITISH AIRWAYS,International Group
March,Economy,UK,UK,84,FLYBE BRITISH EUROPEAN,CRB
March,Economy,UK,UK,176,EASTERN AIRWAYS,CRB
March,Economy,UK,UK,187,BMI,CRB
February,Economy,UK,UK,110,EASYJET,CRB
February,Economy,UK,UK,164,FLYBE BRITISH EUROPEAN,IPS
February,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
